idAAv,titre,createur
447,Night on Earth,Anton Dilland
985,"Lost Thing, The",Trudi Shellshear
794,Jackpot 2,Koral MacAree
510,"Love, Wedding, Marriage",Dario Culvey
1069,I See a Dark Stranger,Anton Nellis
552,Mortuary,Blanch Stapels
363,Mr. Freedom,Saundra Panter
804,Practical Magic,Gabbie Cuthill
866,Russian Ark (Russkiy Kovcheg),Brion Beatey
152,Running Time,Cordy Allso
1005,Hiroshima,Miran Zambon
551,Modigliani,Fayth Loren
542,You've Got Mail,Tully Broadberrie
208,That Darn Cat,Debera Janjic
499,"Lost Battalion, The",Debi Arnely
632,"Out of the Furnace (Dust to Dust) (Low Dweller, The)",Sarge Berney
739,Extracted,Jaimie Brunet
660,"Corbeau, Le (Raven, The)",Jenn Scrymgeour
689,Police,Tasha Huard
532,"Quo Vadis, Baby?",Whitaker Biggin
434,Ernest & Célestine (Ernest et Célestine),Della Barhems
634,Tyler Perry's Why Did I Get Married?,Con Clayson
96,Romance on the High Seas,Kendre Gaynesford
860,"Last Hurrah, The",Taryn Marquet
594,Austenland,Greta Arpino
710,Hollidaysburg,Ulrick Fasson
490,"Astronaut's Wife, The",Simon Casswell
356,"Idiot, The (Hakuchi)",Raddy Dmitrievski
145,Ginger and Fred (Ginger e Fred),Garwood Sandon
830,The Night Evelyn Came Out of the Grave,Astrix Bryers
711,"Best Intentions, The (Den goda viljan)",Solly Dodimead
1046,"Fugitive Kind, The",Debor Steed
1047,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat),Fawnia Casetti
160,"Human Centipede II (Full Sequence), The",Petronella Noblet
482,25th Hour,Analise Borlease
804,Death Race 2000,Brenden Jaslem
807,Freeloaders,Patricia Royle
772,Wilder Napalm,Elden Yurevich
769,We're No Angels,Andrea Couser
699,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The)",Neil Gillingham
627,Maurice,Vladamir MacGovern
315,"Castle, The",Alard Thursby
611,Dirty Bomb,Kali Ewers
371,Gilles' Wife (La femme de Gilles),Minne Barthel
173,Maximum Conviction,Lainey Lerego
732,Lost Souls,Sabine Gladstone
399,"Last of Mrs. Cheyney, The",Sher Trumpeter
591,"Scotland, Pa.",Lenci Bitcheno
437,"O Brother, Where Art Thou?",Valene Baddam
655,Cul-de-sac,Sheff Basile
725,They Might Be Giants,Steffie Poulett
167,My Love Has Been Burning (Waga koi wa moenu),Gardie Gatteridge
747,Lucky Night,Phillipp Mylechreest
827,Lady Sings the Blues,Renaldo Hawk
527,"Rocket, The",Tod Benardette
261,King Creole,Sissy Mankor
980,Richard Pryor Here and Now,Durand Avory
1065,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Jennifer McKilroe
813,St. Vincent,Kitti Midner
128,Vampire's Kiss,Mikel Briscow
845,Extraction,Kiersten Roland
944,Chained Heat,Norbert Lazenbury
340,"Stranger, The",Bryna Bagnold
577,This Is England,Forster Krauze
119,Murder by Proxy: How America Went Postal,Corri Redhills
767,"Dragon Missile, The (Fei long zhan)",Godfree Pyner
249,Reckless,Verene Gainsford
1030,Airbag,Rickey Hassett
1019,American Gangster,Dorotea Cansdell
272,Deranged,Rafaellle Ingilson
967,Modigliani,Fayth Loren
336,Bad 25,Jo-anne Burds
648,Revenge of the Nerds,Quintana Di Angelo
265,Katze im Sack,Corrianne Costley
950,Mondo,Brandie Martlew
656,Once Upon a Time (Der var engang),Filmore Funnell
789,Eve and the Fire Horse,Ola Taffarello
605,Awesome; I Fuckin Shot That!,Forester Hugonnet
180,"Profit, The",Nonnah Rymill
207,Best Foot Forward,Angelica Holberry
950,"One and Only, The (Eneste ene, Den)",Corinna Enion
612,"Oslo, August 31st (Oslo, 31. august)",Dall Huttley
118,Hitler's Children,Myra Grishmanov
619,Salaam Namaste,Anselma Inker
633,Trail of the Pink Panther,Kellen Cranstone
129,"Joker Is Wild, The (All the Way)",Allyce Swanborrow
865,"Trouble with Angels, The",Dorey Hawking
426,"Butcher, The (Boucher, Le)",Aldin Scawton
2,Hollow Man,Katuscha Bevens
550,"Winning Team, The",Cybill Philipsson
226,Zookeeper,Roze Alpe
1001,Drifting Clouds (Kauas pilvet karkaavat),Bobbi Trundle
920,Narco Cultura,Gradeigh Rego
975,"Funeral, The",Aurelie Bausmann
744,"Prodigal, The",Jayne Holme
694,"Aries Spears: Hollywood, Look I'm Smiling",Novelia Melvin
648,Mein Leben - Marcel Reich-Ranicki,Arie Giorgioni
786,Invincible,Ciel Rossborough
934,Memories of Underdevelopment (Memorias del subdesarrollo),Aurea Turri
466,"Agronomist, The",Garth Killigrew
978,The Things of Life,Adham Livoir
8,Albatross,Erhard Mickan
562,Niagara Motel,Gabriel Bahia
868,Haider,Sheilakathryn Dowsett
719,Killing Auntie (Zabicie ciotki),Ellwood Forsythe
469,Twogether,Norina Congram
346,Lawnmower Man 2: Beyond Cyberspace,Ignacius Siccombe
948,Sicko,Mill McNeilly
721,"Sound of Thunder, A",Ruperta Ever
541,"Aries Spears: Hollywood, Look I'm Smiling",Alberta Erington
1007,"Mark of Cain, The",Alicea McCerery
821,Wild China,Mala Boice
687,Howling IV: The Original Nightmare,Timothea Kill
304,Fuhrer Ex (Führer EX),Arluene Attride
960,Sgt. Pepper's Lonely Hearts Club Band,Alla Pountain
342,"Hounds, The",Lind Killcross
503,Tie Xi Qu: West of the Tracks (Tiexi qu),Rhea Dando
679,Dr. T and the Women,Gonzalo Paolicchi
562,Bad Family (Paha Perhe),Rosana Nolder
89,Cleo from 5 to 7 (Cléo de 5 à 7),Belia Charlet
925,Men to Kiss,Jorey Riccione
662,Route Irish,Ezekiel Doneld
631,Project X,Peder Bonnin
1043,Monument Ave.,Codi Witcomb
226,Paintball,Dot Insworth
637,Executioners (Xian dai hao xia zhuan),Raffaello Cordery
830,Prinsessa Ruusunen,Tabby Robrose
446,Still Crazy,Norbert Oppery
1003,"Hounds, The",Merv Jentzsch
898,Messengers 2: The Scarecrow,Jacinda Phibb
670,Black Snake Moan,Christiano Trimble
520,Whistling in the Dark,Leshia Knoles
220,"Testament of Orpheus, The (Testament d'Orphée)",Heall Blackmoor
864,Meet John Doe,Tristan Roads
977,Sundays and Cybele (Les dimanches de Ville d'Avray),Gabriellia Sexti
469,The Monastery of Sendomir,Orv Suarez
562,Speed Racer,Ivonne Tuxsell
676,Walk on Water,Hilliard Eick
588,Evidence of Blood,Timotheus Opfer
724,Resurrect Dead: The Mystery of the Toynbee Tiles,Merell Sutheran
561,Vassilisa the Beautiful (Vasilisa prekrasnaya),Halsy Snazle
286,Wodehouse In Exile,Montgomery Osband
527,"Shoes of the Fisherman, The",Robin Lahy
179,Camarón: When Flamenco Became Legend,Laure Dovidaitis
129,"Finances of the Grand Duke, The (Die Finanzen des Großherzogs)",Millard Want
85,"Best Intentions, The (Den goda viljan)",Solly Dodimead
787,"Clairvoyant, The",Trix Mortell
472,The Pirates,Marja Colledge
548,"Robinson Crusoe (Adventures of Robinson Crusoe, The)",Fairfax Lennox
448,Jumbo (Billy Rose's Jumbo),Dirk Jehu
262,"Happiness Is a Warm Blanket, Charlie Brown",Chan Paskell
454,Red Dog,Giralda Carle
327,Wild China,Mala Boice
183,"Rains of Ranchipur, The",Raven Wilde
1025,Effie Gray,Cal Aireton
873,Mountains of the Moon,Travus Cuerda
28,Wagons East,Alberta Safe
323,Viy,Erik Sailes
412,"Maybe, Maybe Not (Bewegte Mann, Der)",Gillan Cafferty
841,Simply Irresistible,Kaleb Fadian
715,"Spirit of '76, The",Wallis Sesons
829,Jason X,Vale Luscott
963,Stella Maris,Bibby Dimsdale
986,"Botany of Desire, The",Domenico Millard
1020,"Music Man, The",Cordelia Toynbee
911,Downhill,Rachael Josefsson
253,Elle: A Modern Cinderella Tale,Arv Joskowicz
439,Bleak Night,Dieter Corballis
1069,Prime Suspect 7: The Final Act,Finlay Cyster
592,"Lost Thing, The",Trudi Shellshear
369,Shadows of Our Forgotten Ancestors (Tini zabutykh predkiv),Matti Reichardt
67,Birdy,Steffane Lafuente
893,Can Mr. Smith Get to Washington Anymore?,Francisca Peepall
175,Blood Games ,Josey Adriano
300,Firewall,Costanza Wesley
548,"Tree of Life, The",Haley Ogan
1009,Edmund Kean: Prince Among Lovers (Kean),Jolee Cuell
160,Poison,Isadore Imlacke
47,Whistling in the Dark,Leshia Knoles
74,Lupin the Third: The Secret of Mamo,Mirabelle McGinn
942,"Young Lieutenant, The (Le petit lieutenant)",Sharyl Chong
817,"Interview, The",Kellby Keely
678,"Killing of America, The",Benson Eakin
309,Toy Story 3,Morna Gianolo
157,Zen Noir,Renell MacKerley
954,Clue,Wenonah Battell
982,Make Your Move,Myrtle Nelligan
420,"Virgin Suicides, The",Hamlen Coviello
182,Jeanne and the Perfect Guy (Jeanne et le garçon formidable),Fawn Tomaini
233,"Price of Forgiveness, The (Ndeysaan)",Ingram MacCrackan
718,Ghost Dog: The Way of the Samurai,Aurore MacCart
866,Room for One More,Caron Bockman
23,"As Above, So Below",Rafaelita Widdall
81,Tyler Perry's Madea's Family Reunion,Peria Kettlestring
146,Escape from Planet Earth,Amaleta Blaksland
68,"Unknown, The (a.k.a. Alonzo the Armless)",Justino Pether
979,Jekyll,Katrine Buck
740,Renaissance Man,Charis Clausner
127,"Sword and the Dragon, The (Ilya Muromets)",Dolores Labro
690,My Brilliant Career,Salvatore Kersley
957,"Last of England, The",Gayelord Hehir
241,Mixed Blood,Cinda Fromant
87,"Trouble with Angels, The",Dorey Hawking
517,Looking for Cheyenne (Oublier Cheyenne),Bekki Jowett
626,"Holcroft Covenant, The",Nappie Guyot
234,Interkosmos,Alfy Kingswood
44,"Story of Marie and Julien, The (Histoire de Marie et Julien)",Lita Hannum
98,"Lodger, The",Junette Tappington
72,Yu-Gi-Oh!,Lydie Poynton
376,Boiling Point (3-4 x jûgatsu),Marleah Baptist
575,"Breach, The (Rupture, La)",Desmund Tollett
847,"Signal, The",Sander Hopfner
248,Princess Aurora (Orora gongju),Dorothee Remer
406,Danton,Thornie Luipold
800,Donald Glover: Weirdo,Romain Bailey
611,Decision at Sundown,Fancie McGlue
192,The Elephant Man,Cly Paternoster
896,"Naked Gun 2 1/2: The Smell of Fear, The",Chick MacDearmaid
113,Numbskull Emptybrook (Uuno Turhapuro),Hinda Bruhnsen
292,Vibes,Benni Reay
896,Redbelt,Gaven Sentance
443,Bloody Sunday,Celene Marchi
170,Stone Reader,Casey Ellson
613,How to Draw a Bunny,Herman Sweeny
352,"Merchant of Venice, The",Martica Sidsaff
210,"Nibelungen: Siegfried, Die",Siegfried Swaisland
700,Bloomington,Sheilah Fri
539,"Dinner Game, The (Dîner de cons, Le)",Bertie Stidever
622,Neighbors,Ivette Cardello
579,On the Line,Maurizio O'Keeffe
1069,Paper Man,Sim Gooden
663,Single White Female,Darsie Eccott
749,Under the Lighthouse Dancing,Ricki Erat
717,"Closer You Get, The",Kari Reskelly
710,Quill,Reeba Swatman
439,Tangerines,Porter Gittis
1002,"Affairs of Anatol, The",Joletta Peddel
537,Love Crime (Crime d'amour),Arnaldo Damiral
115,Bless the Child,Lotty Coils
743,Jimi Hendrix,Trumann O' Mahony
311,Foo Fighters: Back and Forth,Sabine Aleevy
560,Women Without Men (Zanan-e bedun-e mardan),Patrice Snodden
929,Bringing Down the House,Desmond Yegorov
310,I Want You,Ammamaria Huggin
487,Tintin and I,Marleen Poletto
248,Boy Meets Girl,Stavro Ledwith
363,"Prodigal Son, The (Bai ga jai)",Lloyd Barrick
985,"Bad and the Beautiful, The",Kaylyn Greensall
197,Winter Passing,Barr Henmarsh
38,Spanglish,Betsy Player
39,"Hunchback of Notre Dame, The",Nona Smiths
753,Lotta på Bråkmakargatan,Oliy Kippin
608,"Dead Girl, The",Gerhardine Sheriff
903,Why Don't You Play In Hell? (Jigoku de naze warui),Jakie Hawkshaw
1043,Domestic Disturbance,Marrissa Coviello
429,Atrocious,Anica Enriques
942,Push,Avivah Wankel
889,High and Dry,Sheena Bonas
1039,Tin Toy,Arabela Sperling
561,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights),Marchelle Scardefield
143,"Tenth Man, The",Uta Brockbank
439,Haider,Sheilakathryn Dowsett
897,Spanglish,Tarrance Dionsetto
529,"Music Man, The",Cordelia Toynbee
686,"Rack, The",Teddie Crosswaite
46,"Kid Stays in the Picture, The",Simon Pitceathly
313,Malice in Wonderland,Thaine Lambal
473,1984,Codie Beasleigh
105,Liv & Ingmar,Nickie Giorgione
370,Film Geek,Camila Wrixon
61,Home of the Brave,Ardene Eyer
793,Ixcanul Volcano,Annice Trass
462,Just Buried,Taryn Huggen
1008,"Ungentlemanly Act, An",Kris Teulier
202,Zen Noir,Renell MacKerley
287,Swing Time,Kylen Meagh
832,"Lincoln Lawyer, The",Bobinette Fealty
744,Ignition,Peter Waulker
172,"Whistleblower, The",Anatollo Abbyss
28,Dr Money and the Boy with No Penis,Moira Kohrt
644,Yertle the Turtle and Other Stories,Corrinne Pierro
349,Mondo,Brandie Martlew
853,Puppet Master III: Toulon's Revenge,Lennard Schrei
687,Blackmailed,Dusty Fraser
755,Jellyfish (Meduzot),Lenna Alster
262,"Small Town, The (a.k.a. The Town) (Kasaba)",Jessamyn Boynes
756,Stalker,Inna Adriano
1040,Family Weekend,Stacy Peaker
819,Harishchandrachi Factory,Andie Mc Queen
517,Ocean's Eleven (a.k.a. Ocean's 11),Allene Ashling
18,"Tramp, The (Awaara) (Awara)",Corrina Santello
885,Amazing Grace,Meridel Piggins
5,Violette (Violette Nozière),Tybie Chazette
17,Cronos,Renie Midford
667,The Pirates,Marja Colledge
848,[REC]²,Crin Exell
774,Extracted,Jaimie Brunet
586,Run Ronnie Run,Mariel Cavet
509,Scandal (Shubun),Nelie Vase
860,Swimming,Burlie Cape
159,"Walk in the Clouds, A",Elfreda Eddies
74,Mr. Deeds Goes to Town,Kerr Burghill
110,Dirty Bomb,Kali Ewers
205,Bad Guy (Nabbeun namja),Elvera Topling
419,Far Out Man,Desi Rheaume
87,To Sir with Love,Franny McAteer
946,Taboo (Gohatto),Sandi Culbard
296,Why Has Bodhi-Dharma Left for the East?: A Zen Fable (Dharmaga tongjoguro kan kkadalgun),Akim Bonnier
313,Across to Singapore,Becky Caskie
816,Redbelt,Gaven Sentance
258,Wrong Turn 3: Left for Dead,Sabra Kropach
818,How I Won the War,Earle Malter
41,Killing Auntie (Zabicie ciotki),Ellwood Forsythe
303,It Happened Here,Sherm Di Giorgio
496,Glowing Stars,Kara Bonehill
816,"Simple-Minded Murder, The (Enfaldige mördaren, Den)",Ainslee Trinkwon
812,Springfield Rifle,Lewes McGarrity
541,Feast of July,Morie Tilford
672,Fail-Safe,Cosimo Papachristophorou
452,"Whip Hand, The",Allie MacKomb
767,Assisted Living,Mara Jellyman
971,Heroes for Sale,Mack Morphet
748,Serenity,Tucker Sains
41,The Little Rascals Save the Day,See Dysert
153,The Trial of Lee Harvey Oswald,Fredi Jeffrey
882,Latcho Drom,Phyllys Starsmore
131,Giorgino,Caesar Mathivat
341,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn
261,The Hire: Ticker,Zola Renbold
918,Mía,Camella Kmiec
910,Jerry Maguire,Jillane Melhuish
684,Hiroshima Mon Amour,Leopold Videneev
366,Autómata (Automata),Haley Britnell
300,Darktown Strutters (Get Down and Boogie),Issi Weeke
931,"Happening, The",Linc Fellgatt
172,They Were Expendable,Glynda Markey
278,Steamboat Willie,Diena Yirrell
162,Tyler Perry's Madea Goes to Jail,Brenna Scapelhorn
694,Serving Life,Daune Clamp
297,"Conqueror, The",Stephenie Huguenet
751,Handle with Care (a.k.a. Citizen's Band),Scotty Trundell
538,Dead Awake,Cherilynn Muttitt
654,Gray Lady Down,Maighdiln Maberley
431,Hiding Out,Almira Foxall
328,"Swan Princess, The",Kareem Scurrah
985,Barney's Great Adventure,Dulcie Brambill
961,Maximum Conviction,Lainey Lerego
349,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Kaleena Hussey
920,"Leech Woman, The",Alisa Bruin
957,Blow Job,Callida Kahen
547,Once Upon a Time in Phuket (En gång i Phuket),Hinda Frostdick
66,Aftershock,Gard Randleson
598,Reincarnated,Dulsea Waszkiewicz
158,800 Bullets (800 Balas),Courtney Antonacci
30,Scusa ma ti chiamo amore,Carley Dyde
179,Mad Max,Andie Arndell
1035,Jackpot 2,Koral MacAree
802,"Nibelungen: Siegfried, Die",Siegfried Swaisland
950,How I Won the War,Earle Malter
706,Feast of July,Kamilah Millier
970,Montana,Juanita Bladder
628,Cinderella III: A Twist in Time,Kane Dansey
88,Night Train,Jermain Balsdon
420,Cop,Kermie Jacquemy
88,Renaissance Man,Charis Clausner
821,Buddy Buddy,Abbie Lawley
236,Sushi Girl,Reuven Attaway
348,"Dust of Time, The",Meghan Jarmyn
591,Tales from the Script,Natalya Ferronel
1001,Rio,Kahaleel Pinckney
528,Storm Warning,Michele Drinkeld
326,Crazy for Christmas,Kermie Sorey
812,North West Mounted Police,Winslow Morffew
56,Dirty Bomb,Kali Ewers
409,Tall Story,Moishe Peakman
324,Nomad (Köshpendiler),Munroe Pitman
113,"Freshman, The",Kenn Headley
386,We Live in Public,Zaneta Fenning
1061,Sweet Home Alabama,Gabie Manus
1000,Baxter,Junina Hurdman
424,loudQUIETloud: A Film About the Pixies,Julianna Tick
539,"Keys to the House, The (Chiavi di casa, Le)",Vachel Duckering
274,David et Madame Hansen,Kory Merill
134,Nixon,Zola Napier
492,American Yakuza,Suzi MacKniely
746,Centennial,Dita Hindge
944,Executioners (Xian dai hao xia zhuan),Raffaello Cordery
837,How to Irritate People,Peggy Perris
1056,The Adventures of Tom Thumb & Thumbelina,Lian Grishenkov
53,Ice Princess,Dorella De Vries
328,"Story of Marie and Julien, The (Histoire de Marie et Julien)",Lita Hannum
521,"Myth of the American Sleepover, The",Desiri Knibbs
927,"Sound of Thunder, A",Ruperta Ever
641,The Boy,Ronnie Jessen
825,Life of a King,Lona Norway
899,Fallout,Tybie Fremantle
102,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège),Olenka Vouls
0,Rashomon (Rashômon),Ashly Pittford
969,Everything About Mustafa (Mustafa hakkinda hersey),Dwight Cowtherd
42,Wavelength,Toinette Ilieve
347,"Liar, The (Valehtelija)",Laurette Viscovi
364,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Jennifer McKilroe
727,Elektra,Elsworth Killbey
371,Picnic at Hanging Rock,Pippo Jewett
907,Shogun Assassin,Candra Upfold
636,Wake,Frederica Merrisson
162,Last Vegas,Jane Abramovitch
791,Absolon,Melva Cassius
37,"Insider, The",Mannie Fleetham
787,"Spy Who Came in from the Cold, The",Bartholomeus Monkley
951,"Anthropophagus: The Grim Reaper (Antropophagus) (Man Beast) (Savage Island, The) (Zombie's Rage, The)",Madelaine Harder
100,"Earrings of Madame de..., The (Madame de...)",Zandra Maylor
878,42 Up,Dewie Geaveny
244,No Regrets for Our Youth (Waga seishun ni kuinashi),Nannette Sonnenschein
472,Houseboat,Fredelia Saywood
983,"Man You Had in Mind, The",Aleda Gladdolph
459,Jerry Seinfeld: 'I'm Telling You for the Last Time',Cass Meriton
262,Flowers in the Attic,Dottie Ceschini
870,Dead in the Water,Scotty Urquhart
716,My Man and I,Krystal Fazackerley
520,"Ron Clark Story, The",Eada Laurenz
334,Mischief,Whittaker Palethorpe
14,"Target Shoots First, The",Janette Jodrelle
142,Hour of the Wolf (Vargtimmen),Felix Darcy
575,The Heart Machine,Fredi Lawrey
694,Chaos,Walther Shrimptone
169,Attack of the Killer Tomatoes!,Lanette McMeyler
681,Journey to Saturn (Rejsen til Saturn),Ellene Lukock
780,Lethal Weapon 2,Cilka Heinemann
666,Party Girl,Boy Klagge
612,About Alex,Cristina Graybeal
391,"Silent One, The",Carney Phillips
869,The Beaver Trilogy,Jordain Reading
153,Boiling Point (3-4 x jûgatsu),Marleah Baptist
644,Time Stood Still (Il tempo si è fermato),Etta Howship
889,Wild Guitar,Davy Redler
563,Cry of the City,Willard Malthus
26,Two-Lane Blacktop,Pietra Reignould
651,"White, Red and Verdone",Kaitlin California
583,Elektra,Elsworth Killbey
931,"Clairvoyant, The",Trix Mortell
375,Nightmare Alley,Geoffry Lipp
5,Billy Liar,Belva Pamment
767,David and Bathsheba,Ofelia Grigson
793,Hiding Out,Ami Martill
701,Mr. Vampire (Geung si sin sang),Berta Fenning
853,TV Junkie,Ivie Ibbetson
205,The Sex and Violence Family Hour,Martina Espadate
835,Transcendence,Maddie Rene
833,All the Young Men,Mikael Dreelan
260,Tarzan Escapes,Guntar Deakins
664,"Story of Marie and Julien, The (Histoire de Marie et Julien)",Lita Hannum
465,My Father the Hero,Candi De Dei
612,Ethel,Aubree Bickmore
65,Legally Blonde,Bamby Eannetta
663,Objectified,Hadlee Cotgrove
65,"White Ribbon, The (Das weiße Band)",Nonna Arber
144,King of Beggars (Mo jong yuen So Hat-Yi),Berty Andrusov
536,Eat,Mirabel Arnow
372,"Innocent Sleep, The",Osbourn Ballach
378,Adanggaman,Lottie Basketter
816,Twelfth Night,Katleen Mawson
1005,Bertsolari,Antonetta Leney
486,Tales from the Organ Trade,Gerti Moggach
662,"Linguini Incident, The",Fannie Petracco
223,Scream 3,Nedda Edmans
332,D.C. Cab,Guthrie Awmack
1046,"Prodigal Son, The (Bai ga jai)",Lloyd Barrick
556,"As Above, So Below",Rafaelita Widdall
225,"Decline of the American Empire, The (Déclin de l'empire américain, Le)",Osborne Ing
234,Zombies of Mora Tau,Sacha Labram
995,24 City (Er shi si cheng ji),Arlana Aiton
343,The Case of the Lucky Legs,Rudyard Dunbar
173,Hot Saturday,Delmore Cullnean
1012,Point of No Return,Dianemarie Warn
335,"Northerners, The (De noorderlingen)",Carlin Jouen
977,Boiling Point (3-4 x jûgatsu),Marleah Baptist
83,Bastards of the Party,Corrine Highman
791,"Incredible Hulk Returns, The",Donelle Craister
242,Winter Soldier,Duff Kindon
123,Mortal Thoughts,Vladamir Hedderly
890,"Kite Runner, The",Melony Hammett
59,Can Mr. Smith Get to Washington Anymore?,Francisca Peepall
818,Fateless (Sorstalanság),Silvanus Robertet
142,Aftershock,Zerk Kaasmann
885,"Secret Life of Walter Mitty, The",Mellie Lucken
739,"Rickshaw Man, The (Muhomatsu no issho)",Harris Shird
437,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",Claire Gerholz
981,Beer Wars,Lanie Custance
535,Front of the Class,Currey Schultz
529,Star Wars: The Clone Wars,Lucilia Bebbington
232,"King of Escape, The (Le roi de l'évasion)",Ula Dummer
705,Merlusse,Vernice Dockery
843,Nothing's All Bad,Damaris Baudin
82,Auggie Rose (a.k.a. Beyond Suspicion),Ki Threadgall
807,Touki Bouki,Lem Weetch
195,BFFs,Nate MacCole
142,Alphabet,Shaughn Sall
733,"Eclipse, The",Pearla Bontine
114,Chasing Liberty,Puff Vail
802,Sound of Noise,Tori Stitwell
1035,Tarzan's Secret Treasure,Diena Scase
437,"Witching and Bitching (Brujas de Zugarramurdi, Las)",Benetta Mariel
718,Samoure,Grier Stagge
1046,Faster,Adelina Kennaway
405,Why Man Creates,Clare Bulcock
1035,The Gambler,Hayyim Moyers
770,"Signal, The",Sander Hopfner
71,Promise of the Flesh (Yukcheui yaksok),Hagan Swateridge
404,Grill Point (Halbe Treppe),Phaedra Gatenby
549,Boys Don't Cry,Kev Pales
754,Three Came Home,Aubrey McCulley
729,Theodora Goes Wild,Leia Couche
12,Bread and Roses,Jo ann Garrit
835,"Killing, The",Ranice Roddan
554,Our Children (À perdre la raison),Patty Symcock
28,Lagaan: Once Upon a Time in India,Elinor Petrina
811,Slam Dance,Hollis Maberley
198,Dog Run,Koralle Feldmark
282,Giorgino,Caesar Mathivat
796,"Dark Corner, The",Baldwin Sivyer
376,13 Going on 30,Andee Kingswood
176,Uninvited Guest,Constanta Tartt
847,The Wait,Adey Dallewater
381,Giorgino,Caesar Mathivat
866,Shiver (Eskalofrío),Ganny Spaughton
308,Sexual Predator,Dion Astbury
684,Padre padrone,Halette Chipchase
730,30 Years to Life,Herminia Kowalik
498,Manhattan Murder Mystery,Lewes Philipsen
960,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,Timotheus St. Louis
153,Three Came Home,Aubrey McCulley
1023,My Brilliant Career,Salvatore Kersley
801,Boyz N the Hood,Dalt Finker
696,Hadewijch,Antonio Krishtopaittis
422,Donald Glover: Weirdo,Romain Bailey
297,The Heart Machine,Fredi Lawrey
61,"Other Sister, The",Kania Anger
1031,Young Adult,Angelina Cavy
406,"Now, Voyager",Abram Yarnold
573,"Modern Affair, A",Mary Semark
485,The Hyperboloid of Engineer Garin (Giperboloid inzhenera Garina),Julie La Croce
946,"27 Club, The",Clerc Wyer
937,One in a Million: The Ron LeFlore Story,Mei Waddup
251,Burn Notice: The Fall of Sam Axe,Chiquia Longland
256,Never on Sunday (Pote tin Kyriaki),David Alltimes
608,Opposing Force,Caressa Bulbrook
52,Comin' at Ya!,Conni Lazonby
71,Steamboat Willie,Diena Yirrell
175,Ed,Elwira Layland
530,Rio,Kahaleel Pinckney
276,Bloodtide,Fran Cronin
1037,Run,Jenilee Pantin
569,"Fire Within, The (Feu follet, Le)",Ealasaid Loines
2,Yolki 2,Nero Sevier
764,Girl Model,Jereme Snell
337,Tunes of Glory,Weidar Arthy
11,Zapped Again!,Crissie Ewbach
40,Star Maps,Harli Thamelt
525,Spare Parts,Floyd Clifft
489,Wrong Turn 4,Weber De Robertis
240,Mulholland Falls,Leshia Matthewson
532,36 Quai des Orfèvres (Department 36),Johna Tatters
974,Space Station 76,Phyllis Sleite
999,"Raven, The",Amelina Avrahamian
222,Jackass Presents: Bad Grandpa .5,Uri Tedahl
501,Hitch,Lucia Hairon
507,A Promise,Kenn Northwood
243,Raincoat,Kaine Spoward
588,Seconds Apart ,Missie Pletts
229,Last Days in Vietnam,Lemmy MacGillacolm
101,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Porty Ramsden
436,"Black Coal, Thin Ice (Bai ri yan huo)",Wait Dagon
666,Forget Paris,Piggy Morillas
795,Sherlock Jr.,Maggee Sember
994,Sophie's Revenge (Fei chang wan mei),Dionysus Howard - Gater
715,Ca$h,Doralia Scamerdine
661,Fracture,Ines Boutton
326,Joe's Palace,Gladys Acomb
343,Tomorrow Night,Desi Neate
699,Prison (Fängelse) ,Jamill Rean
597,Riley Rewind,Tana Durbyn
119,Not Without My Daughter,Crissie Ellen
786,Paris Is Burning,Gill Groomebridge
1045,Rendezvous,Mathias Ogborne
612,"Jazz Singer, The",Fraze Farnsworth
915,Somm,Dorrie Crimpe
524,Kismet,Mikkel Butterfill
845,Snipes,Gualterio Bennedsen
1013,Bertsolari,Antonetta Leney
825,Pipe Dream,Addison Twigger
147,Death of a Bureaucrat (La muerte de un burócrata),Adler Eddoes
257,I Will Follow You Into the Dark,Dougie Notman
1006,JFK,Gracia Hamlin
630,Nico Icon,Sheila Hurdedge
954,Lumiere and Company (Lumière et compagnie),Sheeree Houlton
951,Shadow Magic,Sallyanne Domenici
735,Series 7: The Contenders,Erin Eschalotte
348,"Thing About My Folks, The",Thorn Jewett
461,V: The Final Battle,Keir Bunting
0,Pathology,Harmony Bellino
872,Baggage Claim,Carmella Straniero
475,Boy Meets Girl,Stavro Ledwith
9,Full Speed (À toute vitesse),Jamesy Meardon
489,Out of the Blue,Oralia Niche
880,It Came from Hollywood,Staci Emmott
80,"Life of Oharu, The (Saikaku ichidai onna)",Michail Whitelaw
911,Blood Diamond,Dodi Joannet
550,Chocolate,Julie Oldred
43,"Buddy Holly Story, The",Axe Woolmington
